id,title,overview,tagline,genres,keywords,cast,director,vote_average,vote_count,popularity,release_year,runtime,original_language,tags
9588,quigley down under,american matt quigley answers australian land baron elliott marstons ad for a sharpshooter to kill the dingoes on his property but when quigley finds out that marstons real target is the aborigines quigley hits the road now even american expatriate crazy cora cant keep quigley safe in his catandmouse game with the homicidal marston,theres a price on his head a girl on his mind and a twinkle in his eye,"['romance', 'action', 'adventure', 'western', 'drama']","['australian', 'chase']","['tomselleck', 'laurasangiacomo', 'alanrickman', 'chrishaywood', 'ronhaddrick']",['simonwincer'],6.5,119,11.360997,1990,119.0,en,american matt quigley answers australian land baron elliott marstons ad sharpshooter kill dingoes property quigley finds marstons real target aborigines quigley hits road even american expatriate crazy cora cant keep quigley safe catandmouse game homicidal marston theres price head girl mind twinkle eye romance action adventure western drama australian chase tomselleck laurasangiacomo alanrickman chrishaywood ronhaddrick simonwincer
12819,alpha and omega,two mismatched wolves embark on a crosscountry quest to get back home and restore peace in their pack after being relocated thousands of miles away by wellmeaning park rangers quickwitted humphrey voice of justin long likes to frolic with friends and play video games with squirrels disciplined kate voice of hayden panettiere likes to call the shots and hunt caribou normally an omega wolf like humphrey would never stand a chance with an alpha wolf like kate but when theyre both transported halfway across the country they must work together to get back to their natural habitat and it wont be easy either because the one thing humphrey and kate can agree on is that they dont have anything in common perhaps by working together toward a common goal however the two contentious traveling companions will finally realize that even lone wolves can use a helping paw every once in a while,a pawsome 3d adventure,"['family', 'animation']","['wolf', 'arrangedmarriage', 'forbiddenlove', 'roadtrip', 'park', 'parkranger', 'howling', 'socialstatus']","['haydenpanettiere', 'justinlong', 'dennishopper', 'christinaricci', 'dannyglover']","['bengluck', 'anthonybell']",5.3,124,12.300789,2010,88.0,en,two mismatched wolves embark crosscountry quest get back home restore peace pack relocated thousands miles away wellmeaning park rangers quickwitted humphrey voice justin long likes frolic friends play video games squirrels disciplined kate voice hayden panettiere likes call shots hunt caribou normally omega wolf like humphrey would never stand chance alpha wolf like kate theyre transported halfway across country must work together get back natural habitat wont easy either one thing humphrey kate agree dont anything common perhaps working together toward common goal however two contentious traveling companions finally realize even lone wolves use helping paw every pawsome 3d adventure family animation wolf arrangedmarriage forbiddenlove roadtrip park parkranger howling socialstatus haydenpanettiere justinlong dennishopper christinaricci dannyglover bengluck anthonybell
9954,the covenant,four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out another great force they must contend with is the jealousy and suspicion that threatens to tear them apart,only the power of hell can help them,"['action', 'adventure', 'fantasy', 'horror', 'sciencefiction', 'thriller']","['magic', 'malefriendship', 'college', 'supernaturalpowers', 'teenager']","['stevenstrait', 'lauraramsey', 'jessicalucas', 'taylorkitsch', 'chacecrawford']",['rennyharlin'],5.2,288,15.804814,2006,97.0,en,four young men belong supernatural legacy forced battle fifth power long thought died another great force must contend jealousy suspicion threatens tear apart power hell help action adventure fantasy horror sciencefiction thriller magic malefriendship college supernaturalpowers teenager stevenstrait lauraramsey jessicalucas taylorkitsch chacecrawford rennyharlin
10115,stick it,haley is a naturally gifted athlete but with her social behavior the teen seems intent on squandering her abilities after a final brush with the law a judge sentences her to an elite gymnastics academy run by a legendary hardnosed coach once there haleys rebellious attitude wins her both friends and enemies,the world of competitive gymnastics is about to be turned on its head,"['comedy', 'drama']","['gymnastics', 'trainer', 'puberty', 'training', 'sport', 'teenager', 'womandirector']","['jeffbridges', 'missyperegrym', 'vanessalengies', 'maddycurley', 'nikkisoohoo']",['jessicabendinger'],6.3,148,9.750557,2006,105.0,en,haley naturally gifted athlete social behavior teen seems intent squandering abilities final brush law judge sentences elite gymnastics academy run legendary hardnosed coach haleys rebellious attitude wins friends enemies world competitive gymnastics turned head comedy drama gymnastics trainer puberty training sport teenager womandirector jeffbridges missyperegrym vanessalengies maddycurley nikkisoohoo jessicabendinger
577,to die for,susan wants to work in television and will therefore do anything it takes even if it means killing her husband a very dark comedy from independent director gus van sant with a brilliant nicole kidman in the leading role,all she wanted was a little attention,"['fantasy', 'drama', 'comedy', 'thriller']","['adultery', 'winter', 'obsession', 'television', 'newhampshire', 'narcissisticpersonalitydisorder']","['nicolekidman', 'mattdillon', 'joaquinphoenix', 'caseyaffleck', 'illeanadouglas']",['gusvansant'],6.7,175,12.309715,1995,106.0,en,susan wants work television therefore anything takes even means killing husband dark comedy independent director gus van sant brilliant nicole kidman leading role wanted little attention fantasy drama comedy thriller adultery winter obsession television newhampshire narcissisticpersonalitydisorder nicolekidman mattdillon joaquinphoenix caseyaffleck illeanadouglas gusvansant
328387,nerve,industrious high school senior vee delmonico has had it with living life on the sidelines when pressured by friends to join the popular online game nerve vee decides to sign up for just one dare in what seems like harmless fun but as she finds herself caught up in the thrill of the adrenalinefueled competition partnered with a mysterious stranger the game begins to take a sinister turn with increasingly dangerous acts leading her into a high stakes finale that will determine her entire future,are you a watcher or a player,"['mystery', 'adventure', 'crime']","['basedonnovel', 'technology', 'internet', 'hacking', 'teenager', 'newyorkcity', 'game', 'adaptation', 'dare', 'cellphonevideo', 'basedonyoungadultnovel', 'smartphone', 'takingarisk']","['emmaroberts', 'davefranco', 'emilymeade', 'milesheizer', 'juliettelewis']","['henryjoost', 'arielschulman']",7.1,2181,62.933899,2016,96.0,en,industrious high school senior vee delmonico living life sidelines pressured friends join popular online game nerve vee decides sign one dare seems like harmless fun finds caught thrill adrenalinefueled competition partnered mysterious stranger game begins take sinister turn increasingly dangerous acts leading high stakes finale determine entire future watcher player mystery adventure crime basedonnovel technology internet hacking teenager newyorkcity game adaptation dare cellphonevideo basedonyoungadultnovel smartphone takingarisk emmaroberts davefranco emilymeade milesheizer juliettelewis henryjoost arielschulman
12690,appaloosa,two friends hired to police a small town that is suffering under the rule of a rancher find their job complicated by the arrival of a young widow,feelings get you killed,"['drama', 'western', 'crime']","['smalltown', 'rancher']","['viggomortensen', 'edharris', 'renéezellweger', 'jeremyirons', 'timothyspall']",['edharris'],6.3,299,16.074397,2008,115.0,en,two friends hired police small town suffering rule rancher find job complicated arrival young widow feelings get killed drama western crime smalltown rancher viggomortensen edharris renéezellweger jeremyirons timothyspall edharris
9945,vampires,the church enlists a team of vampirehunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight,from the master of evil comes a new breed of terror,"['action', 'drama', 'fantasy', 'horror', 'thriller']","['basedonnovel', 'newmexico', 'party', 'vampirehunter', 'revenge', 'priest', 'church', 'skull', 'team', 'crucifix', 'cross', 'relic', 'vampireslayer', 'turningintoavampire', 'drinkingblood']","['jameswoods', 'danielbaldwin', 'sheryllee', 'thomasiangriffith', 'maximilianschell']",['johncarpenter'],5.8,255,17.016284,1998,108.0,en,church enlists team vampirehunters hunt destroy group vampires searching ancient relic allow exist sunlight master evil comes new breed terror action drama fantasy horror thriller basedonnovel newmexico party vampirehunter revenge priest church skull team crucifix cross relic vampireslayer turningintoavampire drinkingblood jameswoods danielbaldwin sheryllee thomasiangriffith maximilianschell johncarpenter
539,psycho,when larcenous real estate clerk marion crane goes on the lam with a wad of cash and hopes of starting a new life she ends up at the notorious bates motel where manager norman bates cares for his housebound mother the place seems quirky but fine until marion decides to take a shower,the master of suspense moves his cameras into the icy blackness of the unexplored,"['drama', 'horror', 'thriller']","['hotel', 'clerk', 'arizona', 'shower', 'rain', 'motel', 'money', 'secretary', 'corpse', 'murderer', 'theft', 'privatedetective', 'proto-slasher']","['anthonyperkins', 'veramiles', 'johngavin', 'janetleigh', 'martinbalsam']",['alfredhitchcock'],8.2,2320,93.067866,1960,109.0,en,larcenous real estate clerk marion crane goes lam wad cash hopes starting new life ends notorious bates motel manager norman bates cares housebound mother place seems quirky fine marion decides take shower master suspense moves cameras icy blackness unexplored drama horror thriller hotel clerk arizona shower rain motel money secretary corpse murderer theft privatedetective proto-slasher anthonyperkins veramiles johngavin janetleigh martinbalsam alfredhitchcock
13596,my best friends girl,when dustins girlfriend alexis breaks up with him he employs his best buddy tank to take her out on the worst rebound date imaginable in the hopes that it will send her running back into his arms but when tank begins to really fall for alexis he finds himself in an impossible position,its funny what love can make you do,"['romance', 'comedy']","['date', 'sex', 'bar', 'test', 'friendship', 'insult', 'stripper', 'blonde', 'liar', 'wedding', 'lapdance', 'duringcreditsstinger']","['danecook', 'katehudson', 'alecbaldwin', 'jasonbiggs', 'diorabaird']",['howarddeutch'],5.4,220,17.145287,2008,101.0,en,dustins girlfriend alexis breaks employs best buddy tank take worst rebound date imaginable hopes send running back arms tank begins really fall alexis finds impossible position funny love make romance comedy date sex bar test friendship insult stripper blonde liar wedding lapdance danecook katehudson alecbaldwin jasonbiggs diorabaird howarddeutch
226857,endless love,a privileged girl and a charismatic boys instant desire sparks a love affair made only more reckless by parents trying to keep them apart,say goodbye to innocence,"['drama', 'romance']",['teenageromance'],"['alexpettyfer', 'gabriellawilde', 'robertpatrick', 'rhyswakefield', 'emmarigby']",['shanafeste'],6.7,542,27.256849,2014,103.0,en,privileged girl charismatic boys instant desire sparks love affair made reckless parents trying keep apart say goodbye innocence drama romance teenageromance alexpettyfer gabriellawilde robertpatrick rhyswakefield emmarigby shanafeste
13159,georgia rule,georgia rule follows a rebellious uncontrollable teenager who is hauled off by her dysfunctional mother to spend the summer with her grandmother her journey will lead all three women to revelations of buried family secrets and an understanding that regardless what happens the ties that bind can never be broken,in this family attitude doesnt skip a generation,"['comedy', 'drama', 'romance']","['grandmothergranddaughterrelationship', 'promiscuity', 'motherdaughterrelationship', 'summer', 'teenager', 'rural', 'veterinaryclinic', 'rebelliousteenager']","['janefonda', 'lindsaylohan', 'felicityhuffman', 'dermotmulroney', 'caryelwes']",['garrymarshall'],5.6,130,7.878177,2007,113.0,en,georgia rule follows rebellious uncontrollable teenager hauled dysfunctional mother spend summer grandmother journey lead three women revelations buried family secrets understanding regardless happens ties bind never broken family attitude doesnt skip generation comedy drama romance grandmothergranddaughterrelationship promiscuity motherdaughterrelationship summer teenager rural veterinaryclinic rebelliousteenager janefonda lindsaylohan felicityhuffman dermotmulroney caryelwes garrymarshall
526,ladyhawke,captain etienne navarre is a man on whose shoulders lies a cruel curse punished for loving each other navarre must become a wolf by night whilst his lover lady isabeau takes the form of a hawk by day together with the thief philippe gaston they must try to overthrow the corrupt bishop and in doing so break the spell,no force in heaven will release them no power on earth can save them,"['adventure', 'drama', 'fantasy', 'romance']","['moon', 'monk', 'swordplay', 'bishop', 'cathedral', 'falcon', 'twilight', 'solareclipse', 'thief']","['matthewbroderick', 'rutgerhauer', 'michellepfeiffer', 'alfredmolina', 'johnwood']",['richarddonner'],6.8,260,14.370111,1985,121.0,en,captain etienne navarre man whose shoulders lies cruel curse punished loving navarre must become wolf night whilst lover lady isabeau takes form hawk day together thief philippe gaston must try overthrow corrupt bishop break spell force heaven release power earth save adventure drama fantasy romance moon monk swordplay bishop cathedral falcon twilight solareclipse thief matthewbroderick rutgerhauer michellepfeiffer alfredmolina johnwood richarddonner
2355,reign over me,a man who lost his family in the september 11 attack on new york city runs into his old college roommate rekindling the friendship is the one thing that appears able to help the man recover from his grief,let in the unexpected,['drama'],"['confidence', 'trauma', ""leavingone'sfamily"", 'childhoodmemory', 'airplane', 'waronterror', 'music', 'lossofdaughter', 'alone', 'cowardliness', 'family']","['adamsandler', 'doncheadle', 'jadapinkettsmith', 'livtyler', 'saffronburrows']",['mikebinder'],7.1,334,20.82778,2007,124.0,en,man lost family september 11 attack new york city runs old college roommate rekindling friendship one thing appears able help man recover grief let unexpected drama confidence trauma leavingone'sfamily childhoodmemory airplane waronterror music lossofdaughter alone cowardliness family adamsandler doncheadle jadapinkettsmith livtyler saffronburrows mikebinder
5915,into the wild,the true story of top student and athlete christopher mccandless who after graduating from emory university in 1992 abandoned his possessions gave his entire 24000 savings account to charity and hitchhiked to alaska to live in the wilderness,into the heart into the soul,"['adventure', 'drama']","['malenudity', 'parentskidsrelationship', 'camping', 'cuttingthecord', 'self-discovery', 'wilderness', 'biography', 'basedontruestory', 'pubichair', 'alaska', 'journey']","['emilehirsch', 'marciagayharden', 'williamhurt', 'jenamalone', 'brianh.dierker']",['seanpenn'],7.8,3045,43.644978,2007,148.0,en,true story top student athlete christopher mccandless graduating emory university 1992 abandoned possessions gave entire 24000 savings account charity hitchhiked alaska live wilderness heart soul adventure drama malenudity parentskidsrelationship camping cuttingthecord self-discovery wilderness biography basedontruestory pubichair alaska journey emilehirsch marciagayharden williamhurt jenamalone brianh.dierker seanpenn
9842,school for scoundrels,a young guy short on luck enrolls in a class to build confidence to help win over the girl of his dreams which becomes complicated when his teacher has the same agenda,lifes a game learn how to play,"['comedy', 'drama', 'romance']","['date', 'competition', 'lovesickness', 'mentor', 'trafficpoliceman']","['billybobthornton', 'jonheder', 'jacindabarrett', 'sarahsilverman', 'michaelclarkeduncan']",['toddphillips'],5.6,111,8.244324,2006,100.0,en,young guy short luck enrolls class build confidence help win girl dreams becomes complicated teacher agenda lifes game learn play comedy drama romance date competition lovesickness mentor trafficpoliceman billybobthornton jonheder jacindabarrett sarahsilverman michaelclarkeduncan toddphillips
61012,silent hill revelation 3d,heather mason and her father have been on the run always one step ahead of dangerous forces that she doesnt fully understand now on the eve of her 18th birthday plagued by horrific nightmares and the disappearance of her father heather discovers shes not who she thinks she is the revelation leads her deeper into a demonic world that threatens to trap her forever,this halloween prepare for a 3d ride through hell,"['thriller', 'horror', 'mystery']","['femaleprotagonist', 'anotherdimension', 'basedonvideogame', 'mall', 'occultritual', 'darkcarnival', 'occulttorture', 'aftercreditsstinger', '3d']","['adelaideclemens', 'kitharington', 'seanbean', 'carrie-annemoss', 'radhamitchell']",['michaelj.bassett'],5.0,432,23.292761,2012,94.0,en,heather mason father run always one step ahead dangerous forces doesnt fully understand eve 18th birthday plagued horrific nightmares disappearance father heather discovers shes thinks revelation leads deeper demonic world threatens trap forever halloween prepare 3d ride hell thriller horror mystery femaleprotagonist anotherdimension basedonvideogame mall occultritual darkcarnival occulttorture 3d adelaideclemens kitharington seanbean carrie-annemoss radhamitchell michaelj.bassett
755,from dusk till dawn,seth gecko and his younger brother richard are on the run after a bloody bank robbery in texas they escape across the border into mexico and will be homefree the next morning when they pay off the local kingpin they just have to survive from dusk till dawn at the rendezvous point which turns out to be a hell of a strip joint,one night is all that stands between them and freedom but its going to be a hell of a night,"['horror', 'action', 'thriller', 'crime']","['dancing', 'brotherbrotherrelationship', 'sexualobsession', 'showdown', 'sheriff', 'eroticism', 'nudity', 'bankrobber', 'vampire', 'holywater', 'siege', 'stripper', 'priest', 'explosion', 'extremeviolence', 'bankrobbery', 'preacher', 'hostagesituation', 'crucifix', 'recreationalvehicle', 'bloodspurting', 'conveniencestore', 'femalevampire', 'mexicanamericanborder', 'nightclubentertainer', 'boaconstrictor']","['georgeclooney', 'quentintarantino', 'harveykeitel', 'juliettelewis', 'ernestliu']",['robertrodriguez'],6.9,1603,64.181668,1996,108.0,en,seth gecko younger brother richard run bloody bank robbery texas escape across border mexico homefree next morning pay local kingpin survive dusk till dawn rendezvous point turns hell strip joint one night stands freedom going hell night horror action thriller crime dancing brotherbrotherrelationship sexualobsession showdown sheriff eroticism nudity bankrobber vampire holywater siege stripper priest explosion extremeviolence bankrobbery preacher hostagesituation crucifix recreationalvehicle bloodspurting conveniencestore femalevampire mexicanamericanborder nightclubentertainer boaconstrictor georgeclooney quentintarantino harveykeitel juliettelewis ernestliu robertrodriguez
9470,kung fu hustle,set in canton china in the 1940s the story revolves in a town ruled by the axe gang sing who desperately wants to become a member he stumbles into a slum ruled by eccentric landlords who turns out to be the greatest kungfu masters in disguise sings actions eventually cause the axe gang and the slumlords to engage in an explosive kungfu battle only one side will win and only one hero will emerge as the greatest kungfu master of all,so many gangstersso little time,"['action', 'comedy', 'crime', 'fantasy']","['kungfu', 'magic', 'mafia', 'defense', 'gangster', 'policeman', 'anarchiccomedy']","['stephenchow', 'yuenwah', 'yuenqiu', 'lamtze-chung', 'huangsheng-yi']",['stephenchow'],7.2,831,13.658985,2004,99.0,cn,set canton china 1940s story revolves town ruled axe gang sing desperately wants become member stumbles slum ruled eccentric landlords turns greatest kungfu masters disguise sings actions eventually cause axe gang slumlords engage explosive kungfu battle one side win one hero emerge greatest kungfu master many gangstersso little time action comedy crime fantasy kungfu magic mafia defense gangster policeman anarchiccomedy stephenchow yuenwah yuenqiu lamtze-chung huangsheng-yi stephenchow
7979,the kite runner,after spending years in california amir returns to his homeland in afghanistan to help his old friend hassan whose son is in trouble,there is a way to be good again,['drama'],"['1970s', 'afghanistan', 'hanggliding', 'warinafghanistan', 'taliban', 'cowardice', 'bestfriend', 'cowardliness', 'child']","['khalidabdalla', 'atossaleoni', 'shauntoub', 'zekeriaebrahimi', 'ahmadkhanmahmoodzada']",['marcforster'],7.3,394,10.446722,2007,128.0,en,spending years california amir returns homeland afghanistan help old friend hassan whose son trouble way good drama 1970s afghanistan hanggliding warinafghanistan taliban cowardice bestfriend cowardliness child khalidabdalla atossaleoni shauntoub zekeriaebrahimi ahmadkhanmahmoodzada marcforster
470,21 grams,this is the story of three gentle persons paul rivers an ailing mathematician lovelessly married to an english migr christina peck an uppermiddleclass suburban housewife happily married and mother of two little girls and jack jordan an exconvict who has found in his christian faith the strength to raise a family they will be brought together by a terrible accident that will change their lives by the final frame none of them will be the same as they will learn harsh truths about love faith courage desire and guilt and how chance can change our worlds irretrievably forever,how much does life weigh,"['drama', 'crime', 'thriller']","['lifeanddeath', 'transplantation', 'suicideattempt', 'desperation', 'lossoffamily', 'ex-detainee', 'sadness', 'rageandhate', 'carcrash']","['seanpenn', 'naomiwatts', 'beniciodeltoro', 'dannyhuston', 'carlynahon']",['alejandrogonzáleziñárritu'],7.2,918,32.243357,2003,124.0,en,story three gentle persons paul rivers ailing mathematician lovelessly married english migr christina peck uppermiddleclass suburban housewife happily married mother two little girls jack jordan exconvict found christian faith strength raise family brought together terrible accident change lives final frame none learn harsh truths love faith courage desire guilt chance change worlds irretrievably forever much life weigh drama crime thriller lifeanddeath transplantation suicideattempt desperation lossoffamily ex-detainee sadness rageandhate carcrash seanpenn naomiwatts beniciodeltoro dannyhuston carlynahon alejandrogonzáleziñárritu
10642,loser,on a university scholarship a good natured student from the midwest gets a crash course in city life while dealing with three evil roommates he befriends a virtually homeless college student whom he falls for but shes dating a nasty professor,dare to be different,"['drama', 'comedy', 'romance', 'family']","['college', 'lostandfound', 'olderbrotheryoungersister', 'womandirector', 'youngadult', 'collegestudent']","['jasonbiggs', 'menasuvari', 'zakorth', 'thomassadoski', 'jimmisimpson']",['amyheckerling'],5.0,120,5.214408,2000,98.0,en,university scholarship good natured student midwest gets crash course city life dealing three evil roommates befriends virtually homeless college student falls shes dating nasty professor dare different drama comedy romance family college lostandfound olderbrotheryoungersister womandirector youngadult collegestudent jasonbiggs menasuvari zakorth thomassadoski jimmisimpson amyheckerling
22074,capitalism a love story,michael moores capitalism a love story comes home to the issue hes been examining throughout his career the disastrous impact of corporate dominance on the everyday lives of americans and by default the rest of the world,ask not what your ceo can do for you but what you can do for your ceo,['documentary'],"['usa', 'capitalism', 'capitalist', 'wallstreet', 'criticismandblame', 'banking', 'money', 'economics', 'corporation']","['michaelmoore', 'thorabirch', 'williamblack', 'elijahcummings', 'baronhill']",['michaelmoore'],7.0,167,10.50098,2009,120.0,en,michael moores capitalism love story comes home issue hes examining throughout career disastrous impact corporate dominance everyday lives americans default rest world ask ceo ceo documentary usa capitalism capitalist wallstreet criticismandblame banking money economics corporation michaelmoore thorabirch williamblack elijahcummings baronhill michaelmoore
290751,secret in their eyes,a tightknit team of fbi investigators along with their district attorney supervisor is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered,the truth lies in the most unexpected places,"['crime', 'drama', 'mystery']","['fbi', 'missingchild']","['chiwetelejiofor', 'nicolekidman', 'juliaroberts', 'deannorris', 'lyndonsmith']",['billyray'],6.2,336,15.012237,2015,111.0,en,tightknit team fbi investigators along district attorney supervisor suddenly torn apart discover one teenage daughters brutally murdered truth lies unexpected places crime drama mystery fbi missingchild chiwetelejiofor nicolekidman juliaroberts deannorris lyndonsmith billyray
13805,disaster movie,in disaster movie the filmmaking team behind the hits scary movie date movie epic movie and meet the spartans this time puts its unique inimitable stamp on one of the biggest and most bloated movie genres of all time the disaster film,your favorite movies are going to be destroyed,"['action', 'comedy']","['naturaldisaster', 'violence', 'mortaldanger', 'duringcreditsstinger']","['mattlanter', 'vanessalachey', 'nicoleariparker', 'cristaflanagan', ""gary'g.thang'johnson""]","['jasonfriedberg', 'aaronseltzer']",3.0,240,16.238961,2008,87.0,en,disaster movie filmmaking team behind hits scary movie date movie epic movie meet spartans time puts unique inimitable stamp one biggest bloated movie genres time disaster film favorite movies going destroyed action comedy naturaldisaster violence mortaldanger mattlanter vanessalachey nicoleariparker cristaflanagan gary'g.thang'johnson jasonfriedberg aaronseltzer
4597,armored,a crew of officers at an armored transport security firm risk their lives when they embark on the ultimate heist against their own company armed with a seemingly foolproof plan the men plan on making off with a fortune with harm to none but when an unexpected witness interferes the plan quickly unravels and all bets are off,who will be the last man standing,"['action', 'crime', 'drama', 'thriller']","['robbery', 'homelessperson', 'bank', 'armoredcar', 'truck', 'heist']","['columbusshort', 'laurencefishburne', 'skeetulrich', 'amaurynolasco', 'mattdillon']",['nimródantal'],5.5,208,15.21229,2009,88.0,en,crew officers armored transport security firm risk lives embark ultimate heist company armed seemingly foolproof plan men plan making fortune harm none unexpected witness interferes plan quickly unravels bets last man standing action crime drama thriller robbery homelessperson bank armoredcar truck heist columbusshort laurencefishburne skeetulrich amaurynolasco mattdillon nimródantal
9414,the man who knew too little,an american gets a ticket for an audience participation game in london then gets involved in a case of mistaken identity as an international plot unravels around him he thinks its all part of the act,hes on a mission so secret even he doesnt know about it,"['comedy', 'thriller', 'crime', 'action']","['londonengland', 'bomb', 'brotherbrotherrelationship', 'helicopter', 'basedonnovel', 'bank', 'tvshow', 'theatremilieu', 'mistakenidentity', 'escape', 'agent']","['billmurray', 'petergallagher', 'joannewhalley', 'alfredmolina', 'richardwilson']",['jonamiel'],6.5,125,6.397042,1997,97.0,en,american gets ticket audience participation game london gets involved case mistaken identity international plot unravels around thinks part act hes mission secret even doesnt know comedy thriller crime action londonengland bomb brotherbrotherrelationship helicopter basedonnovel bank tvshow theatremilieu mistakenidentity escape agent billmurray petergallagher joannewhalley alfredmolina richardwilson jonamiel
63492,whats your number,ally darling anna faris is realizing shes a little lost in life her latest romance has just fizzled out and shes just been fired from her marketing job then she reads an eyeopening magazine article that warns that 96 percent of women whove been with 20 or more lovers are unlikely to find a husband determined to turn her life around and prove the article wrong ally embarks on a mission to find the perfect mate from among her numerous exboyfriends,allys looking for the best ex of her life,"['comedy', 'romance']","['basedonnovel', 'loser', 'magazine', 'womanizer', 'mission', 'search', 'boyfriend', 'husband', 'fired', 'pastrelationship']","['chrisevans', 'annafaris', 'martinfreeman', 'chrispratt', 'arigraynor']",['markmylod'],6.2,671,19.220789,2011,106.0,en,ally darling anna faris realizing shes little lost life latest romance fizzled shes fired marketing job reads eyeopening magazine article warns 96 percent women whove 20 lovers unlikely find husband determined turn life around prove article wrong ally embarks mission find perfect mate among numerous exboyfriends allys looking best ex life comedy romance basedonnovel loser magazine womanizer mission search boyfriend husband fired pastrelationship chrisevans annafaris martinfreeman chrispratt arigraynor markmylod
81796,lockout,set in the near future lockout follows a falsely convicted exgovernment agent whose one chance at obtaining freedom lies in the dangerous mission of rescuing the presidents daughter from rioting convicts at an outer space maximum security prison,take no prisoners,"['action', 'thriller', 'sciencefiction']","['usapresident', 'antihero', 'dementia', 'future', 'space', 'convict', 'interrogation', 'spacestation', 'collisioninspace', 'year2079']","['guypearce', 'maggiegrace', 'josephgilgun', 'lenniejames', 'peterstormare']","['stephenst.leger', 'jamesmather']",5.8,715,35.232278,2012,95.0,en,set near future lockout follows falsely convicted exgovernment agent whose one chance obtaining freedom lies dangerous mission rescuing presidents daughter rioting convicts outer space maximum security prison take prisoners action thriller sciencefiction usapresident antihero dementia future space convict interrogation spacestation collisioninspace year2079 guypearce maggiegrace josephgilgun lenniejames peterstormare stephenst.leger jamesmather
10710,envy,a man becomes increasingly jealous of his friends newfound success,success didnt go to his head it went to his neighbor,['comedy'],"['jealousy', 'inventor', 'neighbor', 'bestfriend', 'milliionaire', 'dog', 'envy', 'goldenegg']","['benstiller', 'jackblack', 'rachelweisz', 'christopherwalken', 'amypoehler']",['barrylevinson'],4.8,139,9.842771,2004,99.0,en,man becomes increasingly jealous friends newfound success success didnt go head went neighbor comedy jealousy inventor neighbor bestfriend milliionaire dog envy goldenegg benstiller jackblack rachelweisz christopherwalken amypoehler barrylevinson
15092,crank high voltage,chelios faces a chinese mobster who has stolen his nearly indestructible heart and replaced it with a batterypowered ticker that requires regular jolts of electricity to keep working,stay charged stay alive,"['action', 'thriller', 'crime']","['femalenudity', 'prostitute', 'horserace', 'heart', 'stripclub', 'electricshock', 'godzilla', 'sequel', 'tourettesyndrome', 'gang', 'shootout', 'publicsex', 'cigarettesmoking', 'mansion', 'electrocution', 'footchase', 'surgery', 'taser', 'duringcreditsstinger', 'flashback', 'absurdism', 'ultraviolence']","['jasonstatham', 'amysmart', 'dwightyoakam', 'efrenramirez', 'julannechidihill']","['briantaylor', 'markneveldine']",5.9,861,35.542809,2009,96.0,en,chelios faces chinese mobster stolen nearly indestructible heart replaced batterypowered ticker requires regular jolts electricity keep working stay charged stay alive action thriller crime femalenudity prostitute horserace heart stripclub electricshock godzilla sequel tourettesyndrome gang shootout publicsex cigarettesmoking mansion electrocution footchase surgery taser flashback absurdism ultraviolence jasonstatham amysmart dwightyoakam efrenramirez julannechidihill briantaylor markneveldine
11382,bullets over broadway,set in 1920s new york city this movie tells the story of idealistic young playwright david shayne producer julian marx finally finds funding for the project from gangster nick valenti the catch is that nicks girl friend olive neal gets the part of a psychiatrist and olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress agreeing to this first compromise is the first step to broadways complete seduction of david who neglects longtime girl friend ellen meanwhile david puts up with warner purcell the leading man who is a compulsive eater helen sinclair the grand dame who wants her part jazzed up and cheech olives interfering hitman bodyguard eventually the playwright must decide whether art or life is more important,,"['action', 'comedy', 'thriller']","['lover(female)', 'talent', 'mafiaboss', 'author']","['johncusack', 'diannewiest', 'jennifertilly', 'chazzpalminteri', 'mary-louiseparker']",['woodyallen'],7.0,130,7.829295,1994,98.0,en,set 1920s new york city movie tells story idealistic young playwright david shayne producer julian marx finally finds funding project gangster nick valenti catch nicks girl friend olive neal gets part psychiatrist olive bimbo could never pass psychiatrist well dreadful actress agreeing first compromise first step broadways complete seduction david neglects longtime girl friend ellen meanwhile david puts warner purcell leading man compulsive eater helen sinclair grand dame wants part jazzed cheech olives interfering hitman bodyguard eventually playwright must decide whether art life important action comedy thriller lover(female) talent mafiaboss author johncusack diannewiest jennifertilly chazzpalminteri mary-louiseparker woodyallen
6963,the weather man,a chicago weather man separated from his wife and children debates whether professional and personal success are mutually exclusive,dave spritz is about to take his best shot at life,"['comedy', 'drama']","['newyork', 'chicago', 'midlifecrisis', 'television', 'daughter', 'father', 'weatherman', 'terminalillness', 'wettermann']","['nicolascage', 'michaelcaine', 'hopedavis', 'gemmennedelapeña', 'nicholashoult']",['goreverbinski'],6.0,289,14.031377,2005,101.0,en,chicago weather man separated wife children debates whether professional personal success mutually exclusive dave spritz take best shot life comedy drama newyork chicago midlifecrisis television daughter father weatherman terminalillness wettermann nicolascage michaelcaine hopedavis gemmennedelapeña nicholashoult goreverbinski
